Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
24 León;0-15 años;Extranjeros;Mujeres;2002;653
24 León;0-15 años;Extranjeros;Mujeres;2001;560
24 León;0-15 años;Extranjeros;Mujeres;2000;591
24 León;0-15 años;Extranjeros;Mujeres;1999;649
24 León;0-15 años;Extranjeros;Mujeres;1998;662
24 León;0-15 años;% Extranjeros;Ambos sexos;2022;5,86
24 León;0-15 años;% Extranjeros;Ambos sexos;2021;5,62
24 León;0-15 años;% Extranjeros;Ambos sexos;2020;5,70
24 León;0-15 años;% Extranjeros;Ambos sexos;2019;5,22
24 León;0-15 años;% Extranjeros;Ambos sexos;2018;4,90
24 León;0-15 años;% Extranjeros;Ambos sexos;2017;4,60
24 León;0-15 años;% Extranjeros;Ambos sexos;2016;4,86
24 León;0-15 años;% Extranjeros;Ambos sexos;2015;5,21
24 León;0-15 años;% Extranjeros;Ambos sexos;2014;5,83
24 León;0-15 años;% Extranjeros;Ambos sexos;2013;6,39
24 León;0-15 años;% Extranjeros;Ambos sexos;2012;6,63
24 León;0-15 años;% Extranjeros;Ambos sexos;2011;6,81
24 León;0-15 años;% Extranjeros;Ambos sexos;2010;6,86
24 León;0-15 años;% Extranjeros;Ambos sexos;2009;6,55
24 León;0-15 años;% Extranjeros;Ambos sexos;2008;5,89
24 León;0-15 años;% Extranjeros;Ambos sexos;2007;4,75
24 León;0-15 años;% Extranjeros;Ambos sexos;2006;3,96
24 León;0-15 años;% Extranjeros;Ambos sexos;2005;3,60
24 León;0-15 años;% Extranjeros;Ambos sexos;2004;3,07
24 León;0-15 años;% Extranjeros;Ambos sexos;2003;2,92
24 León;0-15 años;% Extranjeros;Ambos sexos;2002;2,42
24 León;0-15 años;% Extranjeros;Ambos sexos;2001;2,06
24 León;0-15 años;% Extranjeros;Ambos sexos;2000;2,03
24 León;0-15 años;% Extranjeros;Ambos sexos;1999;2,04
24 León;0-15 años;% Extranjeros;Ambos sexos;1998;1,97
24 León;0-15 años;% Extranjeros;Hombres;2022;5,82
24 León;0-15 años;% Extranjeros;Hombres;2021;5,70
24 León;0-15 años;% Extranjeros;Hombres;2020;5,82
24 León;0-15 años;% Extranjeros;Hombres;2019;5,31
24 León;0-15 años;% Extranjeros;Hombres;2018;4,99
24 León;0-15 años;% Extranjeros;Hombres;2017;4,73
24 León;0-15 años;% Extranjeros;Hombres;2016;5,04
24 León;0-15 años;% Extranjeros;Hombres;2015;5,38
24 León;0-15 años;% Extranjeros;Hombres;2014;6,05
24 León;0-15 años;% Extranjeros;Hombres;2013;6,52
24 León;0-15 años;% Extranjeros;Hombres;2012;6,75
24 León;0-15 años;% Extranjeros;Hombres;2011;6,87
24 León;0-15 años;% Extranjeros;Hombres;2010;6,91
24 León;0-15 años;% Extranjeros;Hombres;2009;6,55
24 León;0-15 años;% Extranjeros;Hombres;2008;6,01
24 León;0-15 años;% Extranjeros;Hombres;2007;4,93
24 León;0-15 años;% Extranjeros;Hombres;2006;4,08
24 León;0-15 años;% Extranjeros;Hombres;2005;3,78
24 León;0-15 años;% Extranjeros;Hombres;2004;3,11
24 León;0-15 años;% Extranjeros;Hombres;2003;3,04
24 León;0-15 años;% Extranjeros;Hombres;2002;2,52
24 León;0-15 años;% Extranjeros;Hombres;2001;2,19
24 León;0-15 años;% Extranjeros;Hombres;2000;2,11
24 León;0-15 años;% Extranjeros;Hombres;1999;2,07
24 León;0-15 años;% Extranjeros;Hombres;1998;2,00
24 León;0-15 años;% Extranjeros;Mujeres;2022;5,90
24 León;0-15 años;% Extranjeros;Mujeres;2021;5,54
24 León;0-15 años;% Extranjeros;Mujeres;2020;5,57
24 León;0-15 años;% Extranjeros;Mujeres;2019;5,14
24 León;0-15 años;% Extranjeros;Mujeres;2018;4,81
24 León;0-15 años;% Extranjeros;Mujeres;2017;4,46
24 León;0-15 años;% Extranjeros;Mujeres;2016;4,68
24 León;0-15 años;% Extranjeros;Mujeres;2015;5,02
24 León;0-15 años;% Extranjeros;Mujeres;2014;5,59
24 León;0-15 años;% Extranjeros;Mujeres;2013;6,26
24 León;0-15 años;% Extranjeros;Mujeres;2012;6,51
24 León;0-15 años;% Extranjeros;Mujeres;2011;6,75
24 León;0-15 años;% Extranjeros;Mujeres;2010;6,81
24 León;0-15 años;% Extranjeros;Mujeres;2009;6,54
24 León;0-15 años;% Extranjeros;Mujeres;2008;5,77
24 León;0-15 años;% Extranjeros;Mujeres;2007;4,56
24 León;0-15 años;% Extranjeros;Mujeres;2006;3,82
24 León;0-15 años;% Extranjeros;Mujeres;2005;3,40
24 León;0-15 años;% Extranjeros;Mujeres;2004;3,02
24 León;0-15 años;% Extranjeros;Mujeres;2003;2,80
24 León;0-15 años;% Extranjeros;Mujeres;2002;2,32
24 León;0-15 años;% Extranjeros;Mujeres;2001;1,92
24 León;0-15 años;% Extranjeros;Mujeres;2000;1,93
24 León;0-15 años;% Extranjeros;Mujeres;1999;2,00
24 León;0-15 años;% Extranjeros;Mujeres;1998;1,94
24 León;16-64 años;TOTAL;Ambos sexos;2022;272.886
24 León;16-64 años;TOTAL;Ambos sexos;2021;276.787
24 León;16-64 años;TOTAL;Ambos sexos;2020;279.937
24 León;16-64 años;TOTAL;Ambos sexos;2019;283.231
24 León;16-64 años;TOTAL;Ambos sexos;2018;286.737
24 León;16-64 años;TOTAL;Ambos sexos;2017;291.015
24 León;16-64 años;TOTAL;Ambos sexos;2016;295.522
24 León;16-64 años;TOTAL;Ambos sexos;2015;300.733
24 León;16-64 años;TOTAL;Ambos sexos;2014;305.492
24 León;16-64 años;TOTAL;Ambos sexos;2013;310.280
24 León;16-64 años;TOTAL;Ambos sexos;2012;314.401
24 León;16-64 años;TOTAL;Ambos sexos;2011;317.541
24 León;16-64 años;TOTAL;Ambos sexos;2010;319.540
24 León;16-64 años;TOTAL;Ambos sexos;2009;320.733
24 León;16-64 años;TOTAL;Ambos sexos;2008;321.294
24 León;16-64 años;TOTAL;Ambos sexos;2007;319.014
24 León;16-64 años;TOTAL;Ambos sexos;2006;318.938
24 León;16-64 años;TOTAL;Ambos sexos;2005;317.101
24 León;16-64 años;TOTAL;Ambos sexos;2004;314.138
24 León;16-64 años;TOTAL;Ambos sexos;2003;315.128
24 León;16-64 años;TOTAL;Ambos sexos;2002;315.988
24 León;16-64 años;TOTAL;Ambos sexos;2001;317.856
24 León;16-64 años;TOTAL;Ambos sexos;2000;320.269
24 León;16-64 años;TOTAL;Ambos sexos;1999;322.659
24 León;16-64 años;TOTAL;Ambos sexos;1998;323.582
24 León;16-64 años;TOTAL;Hombres;2022;137.514
24 León;16-64 años;TOTAL;Hombres;2021;139.573
24 León;16-64 años;TOTAL;Hombres;2020;141.336
24 León;16-64 años;TOTAL;Hombres;2019;143.211
24 León;16-64 años;TOTAL;Hombres;2018;145.220
24 León;16-64 años;TOTAL;Hombres;2017;147.578
24 León;16-64 años;TOTAL;Hombres;2016;149.899
24 León;16-64 años;TOTAL;Hombres;2015;152.740
24 León;16-64 años;TOTAL;Hombres;2014;155.290
24 León;16-64 años;TOTAL;Hombres;2013;157.852
24 León;16-64 años;TOTAL;Hombres;2012;160.139
24 León;16-64 años;TOTAL;Hombres;2011;161.658
24 León;16-64 años;TOTAL;Hombres;2010;162.633
24 León;16-64 años;TOTAL;Hombres;2009;163.264
24 León;16-64 años;TOTAL;Hombres;2008;163.481
24 León;16-64 años;TOTAL;Hombres;2007;161.778
24 León;16-64 años;TOTAL;Hombres;2006;161.664
24 León;16-64 años;TOTAL;Hombres;2005;160.504
24 León;16-64 años;TOTAL;Hombres;2004;159.090
24 León;16-64 años;TOTAL;Hombres;2003;159.545
24 León;16-64 años;TOTAL;Hombres;2002;160.032
24 León;16-64 años;TOTAL;Hombres;2001;160.702
24 León;16-64 años;TOTAL;Hombres;2000;161.638
24 León;16-64 años;TOTAL;Hombres;1999;162.895
24 León;16-64 años;TOTAL;Hombres;1998;163.120
24 León;16-64 años;TOTAL;Mujeres;2022;135.372
24 León;16-64 años;TOTAL;Mujeres;2021;137.214
24 León;16-64 años;TOTAL;Mujeres;2020;138.601
24 León;16-64 años;TOTAL;Mujeres;2019;140.020
24 León;16-64 años;TOTAL;Mujeres;2018;141.517
24 León;16-64 años;TOTAL;Mujeres;2017;143.437
24 León;16-64 años;TOTAL;Mujeres;2016;145.623
24 León;16-64 años;TOTAL;Mujeres;2015;147.993
24 León;16-64 años;TOTAL;Mujeres;2014;150.202
24 León;16-64 años;TOTAL;Mujeres;2013;152.428
24 León;16-64 años;TOTAL;Mujeres;2012;154.262
24 León;16-64 años;TOTAL;Mujeres;2011;155.883
24 León;16-64 años;TOTAL;Mujeres;2010;156.907
24 León;16-64 años;TOTAL;Mujeres;2009;157.469
24 León;16-64 años;TOTAL;Mujeres;2008;157.813
24 León;16-64 años;TOTAL;Mujeres;2007;157.236
24 León;16-64 años;TOTAL;Mujeres;2006;157.274
24 León;16-64 años;TOTAL;Mujeres;2005;156.597
24 León;16-64 años;TOTAL;Mujeres;2004;155.048
24 León;16-64 años;TOTAL;Mujeres;2003;155.583
24 León;16-64 años;TOTAL;Mujeres;2002;155.956
24 León;16-64 años;TOTAL;Mujeres;2001;157.154
24 León;16-64 años;TOTAL;Mujeres;2000;158.631
24 León;16-64 años;TOTAL;Mujeres;1999;159.764
24 León;16-64 años;TOTAL;Mujeres;1998;160.462
24 León;16-64 años;Españoles;Ambos sexos;2022;256.550
24 León;16-64 años;Españoles;Ambos sexos;2021;260.525
24 León;16-64 años;Españoles;Ambos sexos;2020;263.603
24 León;16-64 años;Españoles;Ambos sexos;2019;267.752
24 León;16-64 años;Españoles;Ambos sexos;2018;271.673
24 León;16-64 años;Españoles;Ambos sexos;2017;275.985
24 León;16-64 años;Españoles;Ambos sexos;2016;279.753
24 León;16-64 años;Españoles;Ambos sexos;2015;283.657
24 León;16-64 años;Españoles;Ambos sexos;2014;286.627
24 León;16-64 años;Españoles;Ambos sexos;2013;289.308
24 León;16-64 años;Españoles;Ambos sexos;2012;292.680
24 León;16-64 años;Españoles;Ambos sexos;2011;295.804
24 León;16-64 años;Españoles;Ambos sexos;2010;298.092
24 León;16-64 años;Españoles;Ambos sexos;2009;299.929
24 León;16-64 años;Españoles;Ambos sexos;2008;301.797
24 León;16-64 años;Españoles;Ambos sexos;2007;302.902
24 León;16-64 años;Españoles;Ambos sexos;2006;304.464
24 León;16-64 años;Españoles;Ambos sexos;2005;305.400
24 León;16-64 años;Españoles;Ambos sexos;2004;304.630
24 León;16-64 años;Españoles;Ambos sexos;2003;305.697
24 León;16-64 años;Españoles;Ambos sexos;2002;308.170
24 León;16-64 años;Españoles;Ambos sexos;2001;311.580
24 León;16-64 años;Españoles;Ambos sexos;2000;314.763
24 León;16-64 años;Españoles;Ambos sexos;1999;317.652
24 León;16-64 años;Españoles;Ambos sexos;1998;319.020
24 León;16-64 años;Españoles;Hombres;2022;129.675
24 León;16-64 años;Españoles;Hombres;2021;131.790
24 León;16-64 años;Españoles;Hombres;2020;133.505
24 León;16-64 años;Españoles;Hombres;2019;135.742
24 León;16-64 años;Españoles;Hombres;2018;137.874
24 León;16-64 años;Españoles;Hombres;2017;140.165
24 León;16-64 años;Españoles;Hombres;2016;142.110
24 León;16-64 años;Españoles;Hombres;2015;144.204
24 León;16-64 años;Españoles;Hombres;2014;145.750
24 León;16-64 años;Españoles;Hombres;2013;147.202
24 León;16-64 años;Españoles;Hombres;2012;149.015
24 León;16-64 años;Españoles;Hombres;2011;150.555
24 León;16-64 años;Españoles;Hombres;2010;151.630
24 León;16-64 años;Españoles;Hombres;2009;152.551
24 León;16-64 años;Españoles;Hombres;2008;153.377
24 León;16-64 años;Españoles;Hombres;2007;153.802
24 León;16-64 años;Españoles;Hombres;2006;154.659
24 León;16-64 años;Españoles;Hombres;2005;155.024
24 León;16-64 años;Españoles;Hombres;2004;154.682
24 León;16-64 años;Españoles;Hombres;2003;155.184
24 León;16-64 años;Españoles;Hombres;2002;156.400
24 León;16-64 años;Españoles;Hombres;2001;157.787
24 León;16-64 años;Españoles;Hombres;2000;158.944
24 León;16-64 años;Españoles;Hombres;1999;160.431
24 León;16-64 años;Españoles;Hombres;1998;160.859
24 León;16-64 años;Españoles;Mujeres;2022;126.875
24 León;16-64 años;Españoles;Mujeres;2021;128.735
24 León;16-64 años;Españoles;Mujeres;2020;130.098
24 León;16-64 años;Españoles;Mujeres;2019;132.010
24 León;16-64 años;Españoles;Mujeres;2018;133.799
24 León;16-64 años;Españoles;Mujeres;2017;135.820
24 León;16-64 años;Españoles;Mujeres;2016;137.643
24 León;16-64 años;Españoles;Mujeres;2015;139.453
24 León;16-64 años;Españoles;Mujeres;2014;140.877
24 León;16-64 años;Españoles;Mujeres;2013;142.106
24 León;16-64 años;Españoles;Mujeres;2012;143.665
24 León;16-64 años;Españoles;Mujeres;2011;145.249
24 León;16-64 años;Españoles;Mujeres;2010;146.462
24 León;16-64 años;Españoles;Mujeres;2009;147.378
24 León;16-64 años;Españoles;Mujeres;2008;148.420
24 León;16-64 años;Españoles;Mujeres;2007;149.100
24 León;16-64 años;Españoles;Mujeres;2006;149.805
24 León;16-64 años;Españoles;Mujeres;2005;150.376
24 León;16-64 años;Españoles;Mujeres;2004;149.948
24 León;16-64 años;Españoles;Mujeres;2003;150.513
24 León;16-64 años;Españoles;Mujeres;2002;151.770
24 León;16-64 años;Españoles;Mujeres;2001;153.793
24 León;16-64 años;Españoles;Mujeres;2000;155.819
24 León;16-64 años;Españoles;Mujeres;1999;157.221
24 León;16-64 años;Españoles;Mujeres;1998;158.161
24 León;16-64 años;Extranjeros;Ambos sexos;2022;16.336
24 León;16-64 años;Extranjeros;Ambos sexos;2021;16.262
24 León;16-64 años;Extranjeros;Ambos sexos;2020;16.334
24 León;16-64 años;Extranjeros;Ambos sexos;2019;15.479
24 León;16-64 años;Extranjeros;Ambos sexos;2018;15.064
24 León;16-64 años;Extranjeros;Ambos sexos;2017;15.030
24 León;16-64 años;Extranjeros;Ambos sexos;2016;15.769
24 León;16-64 años;Extranjeros;Ambos sexos;2015;17.076
24 León;16-64 años;Extranjeros;Ambos sexos;2014;18.865
24 León;16-64 años;Extranjeros;Ambos sexos;2013;20.972
24 León;16-64 años;Extranjeros;Ambos sexos;2012;21.721
24 León;16-64 años;Extranjeros;Ambos sexos;2011;21.737
24 León;16-64 años;Extranjeros;Ambos sexos;2010;21.448
24 León;16-64 años;Extranjeros;Ambos sexos;2009;20.804
24 León;16-64 años;Extranjeros;Ambos sexos;2008;19.497
24 León;16-64 años;Extranjeros;Ambos sexos;2007;16.112
24 León;16-64 años;Extranjeros;Ambos sexos;2006;14.474
24 León;16-64 años;Extranjeros;Ambos sexos;2005;11.701
24 León;16-64 años;Extranjeros;Ambos sexos;2004;9.508
24 León;16-64 años;Extranjeros;Ambos sexos;2003;9.431
24 León;16-64 años;Extranjeros;Ambos sexos;2002;7.818
24 León;16-64 años;Extranjeros;Ambos sexos;2001;6.276
24 León;16-64 años;Extranjeros;Ambos sexos;2000;5.506
24 León;16-64 años;Extranjeros;Ambos sexos;1999;5.007
24 León;16-64 años;Extranjeros;Ambos sexos;1998;4.562
24 León;16-64 años;Extranjeros;Hombres;2022;7.839
24 León;16-64 años;Extranjeros;Hombres;2021;7.783
24 León;16-64 años;Extranjeros;Hombres;2020;7.831
24 León;16-64 años;Extranjeros;Hombres;2019;7.469
24 León;16-64 años;Extranjeros;Hombres;2018;7.346
24 León;16-64 años;Extranjeros;Hombres;2017;7.413
24 León;16-64 años;Extranjeros;Hombres;2016;7.789
24 León;16-64 años;Extranjeros;Hombres;2015;8.536
24 León;16-64 años;Extranjeros;Hombres;2014;9.540
24 León;16-64 años;Extranjeros;Hombres;2013;10.650
24 León;16-64 años;Extranjeros;Hombres;2012;11.124
24 León;16-64 años;Extranjeros;Hombres;2011;11.103
24 León;16-64 años;Extranjeros;Hombres;2010;11.003
24 León;16-64 años;Extranjeros;Hombres;2009;10.713
24 León;16-64 años;Extranjeros;Hombres;2008;10.104
24 León;16-64 años;Extranjeros;Hombres;2007;7.976
24 León;16-64 años;Extranjeros;Hombres;2006;7.005
24 León;16-64 años;Extranjeros;Hombres;2005;5.480
24 León;16-64 años;Extranjeros;Hombres;2004;4.408
24 León;16-64 años;Extranjeros;Hombres;2003;4.361
24 León;16-64 años;Extranjeros;Hombres;2002;3.632
24 León;16-64 años;Extranjeros;Hombres;2001;2.915
24 León;16-64 años;Extranjeros;Hombres;2000;2.694
24 León;16-64 años;Extranjeros;Hombres;1999;2.464
24 León;16-64 años;Extranjeros;Hombres;1998;2.261
24 León;16-64 años;Extranjeros;Mujeres;2022;8.497
24 León;16-64 años;Extranjeros;Mujeres;2021;8.479
24 León;16-64 años;Extranjeros;Mujeres;2020;8.503
24 León;16-64 años;Extranjeros;Mujeres;2019;8.010
24 León;16-64 años;Extranjeros;Mujeres;2018;7.718
24 León;16-64 años;Extranjeros;Mujeres;2017;7.617
24 León;16-64 años;Extranjeros;Mujeres;2016;7.980
24 León;16-64 años;Extranjeros;Mujeres;2015;8.540
24 León;16-64 años;Extranjeros;Mujeres;2014;9.325
24 León;16-64 años;Extranjeros;Mujeres;2013;10.322
24 León;16-64 años;Extranjeros;Mujeres;2012;10.597
24 León;16-64 años;Extranjeros;Mujeres;2011;10.634
24 León;16-64 años;Extranjeros;Mujeres;2010;10.445
24 León;16-64 años;Extranjeros;Mujeres;2009;10.091
24 León;16-64 años;Extranjeros;Mujeres;2008;9.393
24 León;16-64 años;Extranjeros;Mujeres;2007;8.136
24 León;16-64 años;Extranjeros;Mujeres;2006;7.469
24 León;16-64 años;Extranjeros;Mujeres;2005;6.221
24 León;16-64 años;Extranjeros;Mujeres;2004;5.100
24 León;16-64 años;Extranjeros;Mujeres;2003;5.070
24 León;16-64 años;Extranjeros;Mujeres;2002;4.186
24 León;16-64 años;Extranjeros;Mujeres;2001;3.361
24 León;16-64 años;Extranjeros;Mujeres;2000;2.812
24 León;16-64 años;Extranjeros;Mujeres;1999;2.543
24 León;16-64 años;Extranjeros;Mujeres;1998;2.301
24 León;16-64 años;% Extranjeros;Ambos sexos;2022;5,99
24 León;16-64 años;% Extranjeros;Ambos sexos;2021;5,88
24 León;16-64 años;% Extranjeros;Ambos sexos;2020;5,83
24 León;16-64 años;% Extranjeros;Ambos sexos;2019;5,47
24 León;16-64 años;% Extranjeros;Ambos sexos;2018;5,25
24 León;16-64 años;% Extranjeros;Ambos sexos;2017;5,16
24 León;16-64 años;% Extranjeros;Ambos sexos;2016;5,34
24 León;16-64 años;% Extranjeros;Ambos sexos;2015;5,68
24 León;16-64 años;% Extranjeros;Ambos sexos;2014;6,18
24 León;16-64 años;% Extranjeros;Ambos sexos;2013;6,76
24 León;16-64 años;% Extranjeros;Ambos sexos;2012;6,91
24 León;16-64 años;% Extranjeros;Ambos sexos;2011;6,85
24 León;16-64 años;% Extranjeros;Ambos sexos;2010;6,71
24 León;16-64 años;% Extranjeros;Ambos sexos;2009;6,49
24 León;16-64 años;% Extranjeros;Ambos sexos;2008;6,07
24 León;16-64 años;% Extranjeros;Ambos sexos;2007;5,05
24 León;16-64 años;% Extranjeros;Ambos sexos;2006;4,54
24 León;16-64 años;% Extranjeros;Ambos sexos;2005;3,69
24 León;16-64 años;% Extranjeros;Ambos sexos;2004;3,03
24 León;16-64 años;% Extranjeros;Ambos sexos;2003;2,99
24 León;16-64 años;% Extranjeros;Ambos sexos;2002;2,47
24 León;16-64 años;% Extranjeros;Ambos sexos;2001;1,97
24 León;16-64 años;% Extranjeros;Ambos sexos;2000;1,72
24 León;16-64 años;% Extranjeros;Ambos sexos;1999;1,55
24 León;16-64 años;% Extranjeros;Ambos sexos;1998;1,41
24 León;16-64 años;% Extranjeros;Hombres;2022;5,70
24 León;16-64 años;% Extranjeros;Hombres;2021;5,58
24 León;16-64 años;% Extranjeros;Hombres;2020;5,54
24 León;16-64 años;% Extranjeros;Hombres;2019;5,22
24 León;16-64 años;% Extranjeros;Hombres;2018;5,06
24 León;16-64 años;% Extranjeros;Hombres;2017;5,02
24 León;16-64 años;% Extranjeros;Hombres;2016;5,20
24 León;16-64 años;% Extranjeros;Hombres;2015;5,59
24 León;16-64 años;% Extranjeros;Hombres;2014;6,14
24 León;16-64 años;% Extranjeros;Hombres;2013;6,75
24 León;16-64 años;% Extranjeros;Hombres;2012;6,95
24 León;16-64 años;% Extranjeros;Hombres;2011;6,87
24 León;16-64 años;% Extranjeros;Hombres;2010;6,77
24 León;16-64 años;% Extranjeros;Hombres;2009;6,56
24 León;16-64 años;% Extranjeros;Hombres;2008;6,18
24 León;16-64 años;% Extranjeros;Hombres;2007;4,93
24 León;16-64 años;% Extranjeros;Hombres;2006;4,33
24 León;16-64 años;% Extranjeros;Hombres;2005;3,41
24 León;16-64 años;% Extranjeros;Hombres;2004;2,77
24 León;16-64 años;% Extranjeros;Hombres;2003;2,73
24 León;16-64 años;% Extranjeros;Hombres;2002;2,27
24 León;16-64 años;% Extranjeros;Hombres;2001;1,81
24 León;16-64 años;% Extranjeros;Hombres;2000;1,67
24 León;16-64 años;% Extranjeros;Hombres;1999;1,51
24 León;16-64 años;% Extranjeros;Hombres;1998;1,39
24 León;16-64 años;% Extranjeros;Mujeres;2022;6,28
24 León;16-64 años;% Extranjeros;Mujeres;2021;6,18
24 León;16-64 años;% Extranjeros;Mujeres;2020;6,13
24 León;16-64 años;% Extranjeros;Mujeres;2019;5,72
24 León;16-64 años;% Extranjeros;Mujeres;2018;5,45
24 León;16-64 años;% Extranjeros;Mujeres;2017;5,31
24 León;16-64 años;% Extranjeros;Mujeres;2016;5,48
24 León;16-64 años;% Extranjeros;Mujeres;2015;5,77
24 León;16-64 años;% Extranjeros;Mujeres;2014;6,21
24 León;16-64 años;% Extranjeros;Mujeres;2013;6,77
24 León;16-64 años;% Extranjeros;Mujeres;2012;6,87
24 León;16-64 años;% Extranjeros;Mujeres;2011;6,82
24 León;16-64 años;% Extranjeros;Mujeres;2010;6,66
24 León;16-64 años;% Extranjeros;Mujeres;2009;6,41
24 León;16-64 años;% Extranjeros;Mujeres;2008;5,95
24 León;16-64 años;% Extranjeros;Mujeres;2007;5,17
24 León;16-64 años;% Extranjeros;Mujeres;2006;4,75
24 León;16-64 años;% Extranjeros;Mujeres;2005;3,97
24 León;16-64 años;% Extranjeros;Mujeres;2004;3,29
24 León;16-64 años;% Extranjeros;Mujeres;2003;3,26
24 León;16-64 años;% Extranjeros;Mujeres;2002;2,68
24 León;16-64 años;% Extranjeros;Mujeres;2001;2,14
24 León;16-64 años;% Extranjeros;Mujeres;2000;1,77
24 León;16-64 años;% Extranjeros;Mujeres;1999;1,59
24 León;16-64 años;% Extranjeros;Mujeres;1998;1,43
24 León;65 y más;TOTAL;Ambos sexos;2022;126.122
24 León;65 y más;TOTAL;Ambos sexos;2021;124.725
24 León;65 y más;TOTAL;Ambos sexos;2020;125.108
24 León;65 y más;TOTAL;Ambos sexos;2019;124.387
24 León;65 y más;TOTAL;Ambos sexos;2018;123.976
24 León;65 y más;TOTAL;Ambos sexos;2017;123.508
24 León;65 y más;TOTAL;Ambos sexos;2016;123.456
24 León;65 y más;TOTAL;Ambos sexos;2015;123.486
24 León;65 y más;TOTAL;Ambos sexos;2014;123.340
24 León;65 y más;TOTAL;Ambos sexos;2013;122.833
24 León;65 y más;TOTAL;Ambos sexos;2012;123.125
24 León;65 y más;TOTAL;Ambos sexos;2011;123.020
24 León;65 y más;TOTAL;Ambos sexos;2010;122.431
24 León;65 y más;TOTAL;Ambos sexos;2009;122.294
24 León;65 y más;TOTAL;Ambos sexos;2008;122.044
24 León;65 y más;TOTAL;Ambos sexos;2007;122.361
24 León;65 y más;TOTAL;Ambos sexos;2006;122.933
24 León;65 y más;TOTAL;Ambos sexos;2005;122.126
24 León;65 y más;TOTAL;Ambos sexos;2004;122.713
24 León;65 y más;TOTAL;Ambos sexos;2003;122.991
24 León;65 y más;TOTAL;Ambos sexos;2002;122.878
24 León;65 y más;TOTAL;Ambos sexos;2001;121.618
24 León;65 y más;TOTAL;Ambos sexos;2000;118.781
24 León;65 y más;TOTAL;Ambos sexos;1999;117.093
24 León;65 y más;TOTAL;Ambos sexos;1998;112.590
24 León;65 y más;TOTAL;Hombres;2022;54.982
24 León;65 y más;TOTAL;Hombres;2021;54.126
24 León;65 y más;TOTAL;Hombres;2020;54.108
24 León;65 y más;TOTAL;Hombres;2019;53.655
24 León;65 y más;TOTAL;Hombres;2018;53.299
24 León;65 y más;TOTAL;Hombres;2017;52.896
24 León;65 y más;TOTAL;Hombres;2016;52.827
24 León;65 y más;TOTAL;Hombres;2015;52.649
